Word,Frequency,IDF,Score
production,36,1.134,2.12195
hydrogen,24,1.693,2.11302
shaped,17,2.386,2.10946
inhibition,17,2.386,2.10946
lung,17,2.386,2.10946
frequencies,17,2.386,2.10946
vacuum,13,3.079,2.08168
axial,13,3.079,2.08168
stellar,13,3.079,2.08168
azafullerene,13,3.079,2.08168
inflammation,13,3.079,2.08168
collisions,13,3.079,2.08168
produced,40,1.0,2.07998
reported,40,1.0,2.07998
structural,31,1.288,2.07572
employing,31,1.288,2.07572
objects,31,1.288,2.07572
layer,27,1.47,2.06386
application,35,1.134,2.063
normalized,30,1.288,2.00876
conductivity,16,2.386,1.98537
energetic,16,2.386,1.98537
therefore,16,2.386,1.98537
laser,16,2.386,1.98537
bulk,19,1.981,1.95704
acid,19,1.981,1.95704
experimental,33,1.134,1.94512
feature,33,1.134,1.94512
band,22,1.693,1.93694
intensities,22,1.693,1.93694
film,12,3.079,1.92155
microscopy,12,3.079,1.92155
eye,12,3.079,1.92155
selections,12,3.079,1.92155
powder,12,3.079,1.92155
nanohorns,12,3.079,1.92155
dissipative,12,3.079,1.92155
composite,25,1.47,1.91098
memory,25,1.47,1.91098
yield,28,1.288,1.87484
structures,36,1.0,1.87198
parameters,36,1.0,1.87198
device,18,1.981,1.85403
color,21,1.693,1.84889
plane,21,1.693,1.84889
spectral,24,1.47,1.83454
plots,31,1.134,1.82723
etal,35,1.0,1.81998
employed,27,1.288,1.80788
characteristics,27,1.288,1.80788
line,34,1.0,1.76798
anode,11,3.079,1.76142
bonded,11,3.079,1.76142
planar,11,3.079,1.76142
elastic,11,3.079,1.76142
wavelengths,11,3.079,1.76142
inflammatory,11,3.079,1.76142
injury,11,3.079,1.76142
nanocapsules,11,3.079,1.76142
cut,20,1.693,1.76085
synthesized,17,1.981,1.75103
cause,26,1.288,1.74093
efficiency,33,1.0,1.71598
phase,29,1.134,1.70934
aligned,22,1.47,1.68166
space,28,1.134,1.6504
lines,28,1.134,1.6504
filling,16,1.981,1.64803
induce,16,1.981,1.64803
dose,13,2.386,1.61312
obtained,31,1.0,1.61198
displays,24,1.288,1.60701
der,24,1.288,1.60701
anie,10,3.079,1.60129
shell,10,3.079,1.60129
synthesised,10,3.079,1.60129
diameters,10,3.079,1.60129
toxic,10,3.079,1.60129
recycling,10,3.079,1.60129
amu,10,3.079,1.60129
highly,30,1.0,1.55998
sample,30,1.0,1.55998
electrical,15,1.981,1.54503
sheet,15,1.981,1.54503
occur,23,1.288,1.54005
water,26,1.134,1.53252
arc,12,2.386,1.48903
along,25,1.134,1.47357
current,28,1.0,1.45598
distribution,28,1.0,1.45598
permission,14,1.981,1.44203
fabricate,9,3.079,1.44116
currents,9,3.079,1.44116
deposited,9,3.079,1.44116
keratinocytes,9,3.079,1.44116
embryos,9,3.079,1.44116
nozzle,9,3.079,1.44116
breathing,9,3.079,1.44116
cluster,24,1.134,1.41463
around,24,1.134,1.41463
further,24,1.134,1.41463
dimension,24,1.134,1.41463
surface,27,1.0,1.40398
set,27,1.0,1.40398
pipeline,18,1.47,1.37591
radial,11,2.386,1.36494
power,23,1.134,1.35569
role,23,1.134,1.35569
against,26,1.0,1.35198
dimensional,20,1.288,1.33917
initiated,13,1.981,1.33902
inner,13,1.981,1.33902
molecule,15,1.693,1.32064
later,17,1.47,1.29947
probabilities,17,1.47,1.29947
studied,22,1.134,1.29674
resulting,22,1.134,1.29674
viz,8,3.079,1.28103
metallic,8,3.079,1.28103
proton,8,3.079,1.28103
electrolyte,8,3.079,1.28103
rolled,8,3.079,1.28103
capacitance,8,3.079,1.28103
nnano,8,3.079,1.28103
mouse,8,3.079,1.28103
dezilamron,8,3.079,1.28103
metallicity,8,3.079,1.28103
inhibit,8,3.079,1.28103
reactor,8,3.079,1.28103
peapods,8,3.079,1.28103
cytotoxic,8,3.079,1.28103
instillation,8,3.079,1.28103
allergic,8,3.079,1.28103
epithelial,8,3.079,1.28103
inductively,8,3.079,1.28103
semiempirical,8,3.079,1.28103
next,19,1.288,1.27221
vapor,10,2.386,1.24086
switching,10,2.386,1.24086
arrows,10,2.386,1.24086
phonon,10,2.386,1.24086
death,10,2.386,1.24086
pressures,10,2.386,1.24086
solids,10,2.386,1.24086
form,21,1.134,1.2378
associated,21,1.134,1.2378
discharge,12,1.981,1.23602
rotation,12,1.981,1.23602
inside,16,1.47,1.22303
concentration,16,1.47,1.22303
characterize,16,1.47,1.22303
nearly,18,1.288,1.20526
having,18,1.288,1.20526
showed,18,1.288,1.20526
demonstrated,18,1.288,1.20526
activity,23,1.0,1.19599
distributions,23,1.0,1.19599
likely,20,1.134,1.17886
double,15,1.47,1.14659
layers,15,1.47,1.14659
revealed,15,1.47,1.14659
rich,15,1.47,1.14659
environment,15,1.47,1.14659
free,17,1.288,1.1383
mechanical,11,1.981,1.13302
indices,11,1.981,1.13302
absorption,11,1.981,1.13302
cuts,11,1.981,1.13302
pentagons,7,3.079,1.1209
fibres,7,3.079,1.1209
roll,7,3.079,1.1209
defective,7,3.079,1.1209
coaxial,7,3.079,1.1209
bending,7,3.079,1.1209
dissipation,7,3.079,1.1209
culling,7,3.079,1.1209
peapod,7,3.079,1.1209
epidermal,7,3.079,1.1209
doses,7,3.079,1.1209
hydrocarbon,7,3.079,1.1209
inelastic,7,3.079,1.1209
circumferential,7,3.079,1.1209
monatomic,7,3.079,1.1209
among,19,1.134,1.11992
mechanism,19,1.134,1.11992
voltage,9,2.386,1.11677
scattering,9,2.386,1.11677
anion,9,2.386,1.11677
scale,21,1.0,1.09199
increasing,21,1.0,1.09199
plot,16,1.288,1.07134
target,16,1.288,1.07134
prepared,14,1.47,1.07015
leading,14,1.47,1.07015
conditions,18,1.134,1.06097
dataset,18,1.134,1.06097
resulted,12,1.693,1.05651
surfaces,12,1.693,1.05651
emergence,12,1.693,1.05651
dynamical,12,1.693,1.05651
presence,20,1.0,1.03999
situ,10,1.981,1.03002
transmission,10,1.981,1.03002
fully,15,1.288,1.00438
responsible,15,1.288,1.00438
determined,15,1.288,1.00438
generation,15,1.288,1.00438
calculated,15,1.288,1.00438
reduced,17,1.134,1.00203
stable,17,1.134,1.00203
corresponding,17,1.134,1.00203
features,17,1.134,1.00203
transport,13,1.47,0.99371
examined,13,1.47,0.99371
storage,13,1.47,0.99371
stress,13,1.47,0.99371
user,13,1.47,0.99371
black,13,1.47,0.99371
non,19,1.0,0.98799
samples,19,1.0,0.98799
step,19,1.0,0.98799
processing,11,1.693,0.96847
occurs,11,1.693,0.96847
particles,11,1.693,0.96847
incorporation,6,3.079,0.96077
dopants,6,3.079,0.96077
acceptor,6,3.079,0.96077
nanometer,6,3.079,0.96077
transistor,6,3.079,0.96077
walls,6,3.079,0.96077
stimuli,6,3.079,0.96077
spinning,6,3.079,0.96077
conductive,6,3.079,0.96077
yarn,6,3.079,0.96077
fragmenting,6,3.079,0.96077
adsorption,6,3.079,0.96077
acsnano,6,3.079,0.96077
nanoelectronics,6,3.079,0.96077
eff,6,3.079,0.96077
redshift,6,3.079,0.96077
substance,6,3.079,0.96077
substances,6,3.079,0.96077
acute,6,3.079,0.96077
encapsulation,6,3.079,0.96077
spectrometer,6,3.079,0.96077
nan,6,3.079,0.96077
consequently,6,3.079,0.96077
pyrolysis,6,3.079,0.96077
fibrosis,6,3.079,0.96077
ablation,6,3.079,0.96077
morphologies,6,3.079,0.96077
argon,6,3.079,0.96077
exit,6,3.079,0.96077
amorphous,6,3.079,0.96077
irradiating,6,3.079,0.96077
spectrometric,6,3.079,0.96077
cesium,6,3.079,0.96077
spreading,6,3.079,0.96077
strong,16,1.134,0.94309
types,16,1.134,0.94309
size,16,1.134,0.94309
selection,16,1.134,0.94309
dependence,16,1.134,0.94309
towards,14,1.288,0.93742
active,14,1.288,0.93742
broad,14,1.288,0.93742
region,18,1.0,0.93599
studies,18,1.0,0.93599
spherical,9,1.981,0.92702
zone,9,1.981,0.92702
functional,12,1.47,0.91727
created,12,1.47,0.91727
visible,12,1.47,0.91727
heavily,12,1.47,0.91727
defined,15,1.134,0.88414
result,15,1.134,0.88414
often,15,1.134,0.88414
determine,15,1.134,0.88414
addition,15,1.134,0.88414
dependent,15,1.134,0.88414
yields,15,1.134,0.88414
respectively,17,1.0,0.88399
linear,17,1.0,0.88399
software,10,1.693,0.88043
exposed,10,1.693,0.88043
chosen,13,1.288,0.87046
binary,13,1.288,0.87046
coded,7,2.386,0.8686
enhanced,11,1.47,0.84083
below,16,1.0,0.83199
possible,16,1.0,0.83199
additional,16,1.0,0.83199
points,16,1.0,0.83199
following,16,1.0,0.83199
direct,14,1.134,0.8252
derived,14,1.134,0.8252
negative,14,1.134,0.8252
individual,14,1.134,0.8252
white,8,1.981,0.82402
examination,8,1.981,0.82402
note,8,1.981,0.82402
isolated,8,1.981,0.82402
thermodynamic,8,1.981,0.82402
reduction,12,1.288,0.8035
formed,12,1.288,0.8035
directly,12,1.288,0.8035
poor,12,1.288,0.8035
identified,12,1.288,0.8035
calculations,12,1.288,0.8035
cage,5,3.079,0.80065
hydrocarbons,5,3.079,0.80065
acceptors,5,3.079,0.80065
acs,5,3.079,0.80065
nanocarbon,5,3.079,0.80065
bundles,5,3.079,0.80065
substrates,5,3.079,0.80065
retention,5,3.079,0.80065
ansicke,5,3.079,0.80065
accomplished,5,3.079,0.80065
xulf,5,3.079,0.80065
cull,5,3.079,0.80065
subselected,5,3.079,0.80065
trademarks,5,3.079,0.80065
combat,5,3.079,0.80065
singlet,5,3.079,0.80065
destruction,5,3.079,0.80065
functionalised,5,3.079,0.80065
mediated,5,3.079,0.80065
otubes,5,3.079,0.80065
toluene,5,3.079,0.80065
excitation,5,3.079,0.80065
thick,5,3.079,0.80065
mitochondrial,5,3.079,0.80065
initiate,5,3.079,0.80065
initiation,5,3.079,0.80065
intratracheally,5,3.079,0.80065
instilled,5,3.079,0.80065
vascular,5,3.079,0.80065
morphological,5,3.079,0.80065
flakes,5,3.079,0.80065
sublimation,5,3.079,0.80065
nanopowder,5,3.079,0.80065
cylindrical,5,3.079,0.80065
vibration,5,3.079,0.80065
shelled,5,3.079,0.80065
outer,5,3.079,0.80065
conduction,5,3.079,0.80065
anionic,5,3.079,0.80065
fullerite,5,3.079,0.80065
nitrogen,9,1.693,0.79238
coupled,9,1.693,0.79238
flux,9,1.693,0.79238
source,15,1.0,0.77999
local,15,1.0,0.77999
tool,13,1.134,0.76626
resolution,13,1.134,0.76626
charge,10,1.47,0.76439
decomposition,10,1.47,0.76439
researchers,10,1.47,0.76439
bonding,6,2.386,0.74451
crystalline,6,2.386,0.74451
crystallinity,6,2.386,0.74451
touch,6,2.386,0.74451
abundance,6,2.386,0.74451
distinctive,6,2.386,0.74451
instantaneous,6,2.386,0.74451
ionic,6,2.386,0.74451
binding,6,2.386,0.74451
residence,6,2.386,0.74451
topological,6,2.386,0.74451
patches,6,2.386,0.74451
open,11,1.288,0.73655
unique,11,1.288,0.73655
matrix,11,1.288,0.73655
blue,11,1.288,0.73655
dimensions,11,1.288,0.73655
spaces,11,1.288,0.73655
experiments,14,1.0,0.72799
search,14,1.0,0.72799
provides,14,1.0,0.72799
might,14,1.0,0.72799
filled,7,1.981,0.72101
isolate,7,1.981,0.72101
center,7,1.981,0.72101
required,12,1.134,0.70732
effective,12,1.134,0.70732
top,12,1.134,0.70732
sets,12,1.134,0.70732
earlier,12,1.134,0.70732
products,12,1.134,0.70732
discovery,8,1.693,0.70434
rise,8,1.693,0.70434
sectors,8,1.693,0.70434
strain,8,1.693,0.70434
site,8,1.693,0.70434
flexibility,8,1.693,0.70434
depicted,8,1.693,0.70434
width,8,1.693,0.70434
transparency,8,1.693,0.70434
transitions,8,1.693,0.70434
prominent,8,1.693,0.70434
marked,8,1.693,0.70434
equilibrium,8,1.693,0.70434
motion,8,1.693,0.70434
emissions,8,1.693,0.70434
cumulative,8,1.693,0.70434
divergence,8,1.693,0.70434
radiation,9,1.47,0.68795
mixture,9,1.47,0.68795
origin,9,1.47,0.68795
profiles,9,1.47,0.68795
times,13,1.0,0.67599
above,13,1.0,0.67599
long,13,1.0,0.67599
introduced,10,1.288,0.66959
overall,10,1.288,0.66959
transfer,10,1.288,0.66959
integrated,10,1.288,0.66959
theory,10,1.288,0.66959
control,10,1.288,0.66959
literature,10,1.288,0.66959
typical,10,1.288,0.66959
dynamics,10,1.288,0.66959
calculate,10,1.288,0.66959
term,11,1.134,0.64837
group,11,1.134,0.64837
strength,11,1.134,0.64837
scales,11,1.134,0.64837
view,11,1.134,0.64837
evidence,11,1.134,0.64837
difference,11,1.134,0.64837
leads,11,1.134,0.64837
exclusive,4,3.079,0.64052
truncated,4,3.079,0.64052
interfacial,4,3.079,0.64052
doping,4,3.079,0.64052
steel,4,3.079,0.64052
adsorbed,4,3.079,0.64052
curvature,4,3.079,0.64052
polyaniline,4,3.079,0.64052
wrapped,4,3.079,0.64052
twisted,4,3.079,0.64052
photoelectric,4,3.079,0.64052
emitter,4,3.079,0.64052
devised,4,3.079,0.64052
nanoribbon,4,3.079,0.64052
cataclysmic,4,3.079,0.64052
tesffo,4,3.079,0.64052
dwarf,4,3.079,0.64052
deleted,4,3.079,0.64052
replication,4,3.079,0.64052
boronic,4,3.079,0.64052
radicals,4,3.079,0.64052
smll,4,3.079,0.64052
purified,4,3.079,0.64052
encap,4,3.079,0.64052
edema,4,3.079,0.64052
taap,4,3.079,0.64052
onion,4,3.079,0.64052
coil,4,3.079,0.64052
spaced,4,3.079,0.64052
bud,4,3.079,0.64052
favourable,4,3.079,0.64052
quench,4,3.079,0.64052
favour,4,3.079,0.64052
spectrometry,4,3.079,0.64052
chiralities,4,3.079,0.64052
rotative,4,3.079,0.64052
subliming,4,3.079,0.64052
diatomic,4,3.079,0.64052
compressed,4,3.079,0.64052
tnerruc,4,3.079,0.64052
recoils,4,3.079,0.64052
recoiling,4,3.079,0.64052
achieve,12,1.0,0.62399
few,12,1.0,0.62399
hand,12,1.0,0.62399
identify,12,1.0,0.62399
phenyl,5,2.386,0.62043
subsequently,5,2.386,0.62043
responsive,5,2.386,0.62043
gate,5,2.386,0.62043
abundant,5,2.386,0.62043
archive,5,2.386,0.62043
wish,5,2.386,0.62043
downloaded,5,2.386,0.62043
comparatively,5,2.386,0.62043
induces,5,2.386,0.62043
fragments,5,2.386,0.62043
combustion,5,2.386,0.62043
microwave,5,2.386,0.62043
chamber,5,2.386,0.62043
cascade,5,2.386,0.62043
mono,5,2.386,0.62043
consequent,5,2.386,0.62043
precursors,6,1.981,0.61801
derivative,6,1.981,0.61801
route,6,1.981,0.61801
hot,6,1.981,0.61801
continued,6,1.981,0.61801
proteins,6,1.981,0.61801
lattice,6,1.981,0.61801
tissue,6,1.981,0.61801
intense,6,1.981,0.61801
states,6,1.981,0.61801
numerous,7,1.693,0.6163
working,7,1.693,0.6163
variations,7,1.693,0.6163
involving,7,1.693,0.6163
discovered,7,1.693,0.6163
angles,7,1.693,0.6163
received,7,1.693,0.6163
rapid,8,1.47,0.61151
atmosphere,8,1.47,0.61151
satisfy,8,1.47,0.61151
transition,8,1.47,0.61151
constraints,8,1.47,0.61151
interaction,8,1.47,0.61151
sharing,8,1.47,0.61151
length,9,1.288,0.60263
allows,9,1.288,0.60263
differences,9,1.288,0.60263
maximum,10,1.134,0.58943
networks,10,1.134,0.58943
distance,10,1.134,0.58943
every,10,1.134,0.58943
close,10,1.134,0.58943
crucial,10,1.134,0.58943
theoretical,10,1.134,0.58943
simulations,10,1.134,0.58943
being,11,1.0,0.57199
recent,11,1.0,0.57199
regions,11,1.0,0.57199
area,11,1.0,0.57199
without,11,1.0,0.57199
including,11,1.0,0.57199
work,11,1.0,0.57199
rather,11,1.0,0.57199
almost,8,1.288,0.53567
reveals,8,1.288,0.53567
detailed,8,1.288,0.53567
whose,8,1.288,0.53567
database,8,1.288,0.53567
explore,8,1.288,0.53567
transformation,8,1.288,0.53567
profile,8,1.288,0.53567
essential,8,1.288,0.53567
responses,8,1.288,0.53567
generated,8,1.288,0.53567
thereby,7,1.47,0.53507
gradient,7,1.47,0.53507
edge,7,1.47,0.53507
min,7,1.47,0.53507
illustrate,7,1.47,0.53507
effort,7,1.47,0.53507
powerful,7,1.47,0.53507
uncertain,7,1.47,0.53507
comparative,7,1.47,0.53507
caused,7,1.47,0.53507
analyzed,7,1.47,0.53507
nonlinear,7,1.47,0.53507
images,9,1.134,0.53049
shape,9,1.134,0.53049
strengths,9,1.134,0.53049
entire,9,1.134,0.53049
signal,9,1.134,0.53049
degree,9,1.134,0.53049
product,9,1.134,0.53049
respective,9,1.134,0.53049
upon,9,1.134,0.53049
corresponds,9,1.134,0.53049
influence,9,1.134,0.53049
named,6,1.693,0.52826
commercial,6,1.693,0.52826
operating,6,1.693,0.52826
edges,6,1.693,0.52826
controlled,6,1.693,0.52826
coupling,6,1.693,0.52826
rapidly,6,1.693,0.52826
accumulation,6,1.693,0.52826
highlight,6,1.693,0.52826
com,10,1.0,0.51999
red,10,1.0,0.51999
interest,10,1.0,0.51999
order,10,1.0,0.51999
techniques,10,1.0,0.51999
point,10,1.0,0.51999
axis,10,1.0,0.51999
replacement,5,1.981,0.51501
reactions,5,1.981,0.51501
polymers,5,1.981,0.51501
enhancement,5,1.981,0.51501
entry,5,1.981,0.51501
glass,5,1.981,0.51501
colors,5,1.981,0.51501
orbital,4,2.386,0.49634
termed,4,2.386,0.49634
synthesize,4,2.386,0.49634
hole,4,2.386,0.49634
operated,4,2.386,0.49634
chemically,4,2.386,0.49634
injected,4,2.386,0.49634
lens,4,2.386,0.49634
played,4,2.386,0.49634
selectivity,4,2.386,0.49634
shells,4,2.386,0.49634
opposed,4,2.386,0.49634
prize,3,3.079,0.48039
icosahedron,3,3.079,0.48039
helium,3,3.079,0.48039
gold,3,3.079,0.48039
formic,3,3.079,0.48039
leaves,3,3.079,0.48039
membranes,3,3.079,0.48039
tris,3,3.079,0.48039
facile,3,3.079,0.48039
semiconducting,3,3.079,0.48039
butyric,3,3.079,0.48039
donor,3,3.079,0.48039
junction,3,3.079,0.48039
trap,3,3.079,0.48039
interlayer,3,3.079,0.48039
passivated,3,3.079,0.48039
acsami,3,3.079,0.48039
nitride,3,3.079,0.48039
hollow,3,3.079,0.48039
beams,3,3.079,0.48039
doll,3,3.079,0.48039
coated,3,3.079,0.48039
coating,3,3.079,0.48039
redox,3,3.079,0.48039
twisting,3,3.079,0.48039
gel,3,3.079,0.48039
stretched,3,3.079,0.48039
synthesise,3,3.079,0.48039
joule,3,3.079,0.48039
rod,3,3.079,0.48039
tsf,3,3.079,0.48039
transmittance,3,3.079,0.48039
endurance,3,3.079,0.48039
memories,3,3.079,0.48039
accountable,3,3.079,0.48039
thickness,3,3.079,0.48039
logg,3,3.079,0.48039
galactic,3,3.079,0.48039
hence,3,3.079,0.48039
subclass,3,3.079,0.48039
continua,3,3.079,0.48039
eachof,3,3.079,0.48039
nicely,3,3.079,0.48039
thefigure,3,3.079,0.48039
subtle,3,3.079,0.48039
fell,3,3.079,0.48039
delaverny,3,3.079,0.48039
enzymes,3,3.079,0.48039
murine,3,3.079,0.48039
illumination,3,3.079,0.48039
excited,3,3.079,0.48039
triplet,3,3.079,0.48039
superoxide,3,3.079,0.48039
allotrope,3,3.079,0.48039
decorated,3,3.079,0.48039
peroxide,3,3.079,0.48039
mammalian,3,3.079,0.48039
porcine,3,3.079,0.48039
photocatalytic,3,3.079,0.48039
dimethyl,3,3.079,0.48039
stainless,3,3.079,0.48039
photoluminescence,3,3.079,0.48039
tam,3,3.079,0.48039
dnoc,3,3.079,0.48039
spectroscopic,3,3.079,0.48039
micrograph,3,3.079,0.48039
bra,3,3.079,0.48039
langis,3,3.079,0.48039
namar,3,3.079,0.48039
physico,3,3.079,0.48039
vaporization,3,3.079,0.48039
epitaxial,3,3.079,0.48039
vapour,3,3.079,0.48039
collectively,3,3.079,0.48039
organs,3,3.079,0.48039
lysosomal,3,3.079,0.48039
originated,3,3.079,0.48039
caspases,3,3.079,0.48039
nanoplates,3,3.079,0.48039
viability,3,3.079,0.48039
hepatocytes,3,3.079,0.48039
flames,3,3.079,0.48039
favoured,3,3.079,0.48039
polyhedral,3,3.079,0.48039
quenching,3,3.079,0.48039
magnifications,3,3.079,0.48039
thermodynamically,3,3.079,0.48039
adatoms,3,3.079,0.48039
curling,3,3.079,0.48039
diamond,3,3.079,0.48039
pulsed,3,3.079,0.48039
nanostructured,3,3.079,0.48039
nanohorn,3,3.079,0.48039
tunneling,3,3.079,0.48039
rotational,3,3.079,0.48039
beam,3,3.079,0.48039
phonons,3,3.079,0.48039
asymmetric,3,3.079,0.48039
implanted,3,3.079,0.48039
starred,3,3.079,0.48039
struck,3,3.079,0.48039
labelled,3,3.079,0.48039
implantation,3,3.079,0.48039
substituted,3,3.079,0.48039
bombarded,3,3.079,0.48039
outwards,3,3.079,0.48039
knock,3,3.079,0.48039
multifractal,3,3.079,0.48039
entropies,3,3.079,0.48039
opposing,3,3.079,0.48039
property,8,1.134,0.47154
containing,8,1.134,0.47154
cost,8,1.134,0.47154
series,8,1.134,0.47154
input,8,1.134,0.47154
require,8,1.134,0.47154
variable,8,1.134,0.47154
demonstrate,8,1.134,0.47154
contains,8,1.134,0.47154
dynamic,8,1.134,0.47154
desired,8,1.134,0.47154
relatively,8,1.134,0.47154
maps,8,1.134,0.47154
spatial,8,1.134,0.47154
forms,7,1.288,0.46871
achieved,7,1.288,0.46871
green,7,1.288,0.46871
clear,7,1.288,0.46871
angle,7,1.288,0.46871
currently,7,1.288,0.46871
early,7,1.288,0.46871
comprehensive,7,1.288,0.46871
aspects,7,1.288,0.46871
distinguish,7,1.288,0.46871
part,9,1.0,0.46799
expected,9,1.0,0.46799
provide,9,1.0,0.46799
underlying,9,1.0,0.46799
fundamental,6,1.47,0.45864
namely,6,1.47,0.45864
treated,6,1.47,0.45864
injection,6,1.47,0.45864
confirmed,6,1.47,0.45864
recently,6,1.47,0.45864
examine,6,1.47,0.45864
capability,6,1.47,0.45864
clearly,6,1.47,0.45864
explained,6,1.47,0.45864
external,6,1.47,0.45864
force,6,1.47,0.45864
symmetry,5,1.693,0.44021
modification,5,1.693,0.44021
forming,5,1.693,0.44021
outside,5,1.693,0.44021
remained,5,1.693,0.44021
array,5,1.693,0.44021
cold,5,1.693,0.44021
heating,5,1.693,0.44021
character,5,1.693,0.44021
remove,5,1.693,0.44021
attributed,5,1.693,0.44021
creation,5,1.693,0.44021
utilizing,5,1.693,0.44021
targets,5,1.693,0.44021
demonstrates,5,1.693,0.44021
much,8,1.0,0.416
www,8,1.0,0.416
produce,8,1.0,0.416
fit,8,1.0,0.416
previous,8,1.0,0.416
ones,7,1.134,0.4126
attention,7,1.134,0.4126
established,7,1.134,0.4126
last,7,1.134,0.4126
direction,7,1.134,0.4126
interesting,7,1.134,0.4126
continuous,7,1.134,0.4126
near,7,1.134,0.4126
short,7,1.134,0.4126
useful,7,1.134,0.4126
principal,7,1.134,0.4126
need,7,1.134,0.4126
gives,7,1.134,0.4126
now,7,1.134,0.4126
depends,7,1.134,0.4126
procedure,7,1.134,0.4126
include,7,1.134,0.4126
stage,7,1.134,0.4126
collected,7,1.134,0.4126
gmail,4,1.981,0.41201
lengths,4,1.981,0.41201
necessitates,4,1.981,0.41201
regime,4,1.981,0.41201
probe,4,1.981,0.41201
exhibited,4,1.981,0.41201
resistance,4,1.981,0.41201
lie,4,1.981,0.41201
lateral,4,1.981,0.41201
owing,4,1.981,0.41201
composition,4,1.981,0.41201
roughly,4,1.981,0.41201
apparent,4,1.981,0.41201
medians,4,1.981,0.41201
investigation,4,1.981,0.41201
evidenced,4,1.981,0.41201
aerosol,4,1.981,0.41201
